BHP,ULEZ,body,engine,fuel,link,mileage,name,owners,price,transmission,year
148.0,ULEZ,Hatchback,1.5L,Petrol,https://www.autotrader.co.uk/car-details/202011025698564,23508,Audi A3 1.5L Black Edition CoD TFSI 5dr,,"£19,375",Automatic,2018 (18 reg)
,ULEZ,Hatchback,1.0L,Petrol,https://www.autotrader.co.uk/car-details/202012026684896,18000,Audi A3 Sportback Black Edition 30 TFSI 116 PS 6-speed 1.0 5dr,,"£19,500",Manual,2018 (68 reg)
148.0,ULEZ,Hatchback,1.5L,Petrol,https://www.autotrader.co.uk/car-details/202009284287356,11100,Audi A3 1.5L S line CoD TFSI 5dr,,"£19,350",Automatic,2018 (18 reg)
148.0,ULEZ,Hatchback,1.5L,Petrol,https://www.autotrader.co.uk/car-details/202011136096230,15740,Audi A3 1.5L Black Edition CoD TFSI 5dr,,"£20,225",Automatic,2018 (18 reg)
148.0,ULEZ,Saloon,2.0L,Diesel,https://www.autotrader.co.uk/car-details/202011266502487,11383,Audi A3 2L S line TDI 4dr,,"£19,075",Manual,2018 (18 reg)
148.0,ULEZ,Hatchback,1.5L,Petrol,https://www.autotrader.co.uk/car-details/202009284287315,13703,Audi A3 1.5L S line CoD TFSI 5dr,,"£19,025",Automatic,2018 (18 reg)
148.0,ULEZ,Hatchback,1.5L,Petrol,https://www.autotrader.co.uk/car-details/202011075883961,10029,Audi A3 1.5L S line CoD TFSI 5dr,,"£20,125",Automatic,2018 (68 reg)
148.0,ULEZ,Hatchback,1.5L,Petrol,https://www.autotrader.co.uk/car-details/202009304407354,22115,Audi A3 1.5L S line CoD TFSI 5dr,,"£17,700",Manual,2018 (18 reg)
148.0,ULEZ,Hatchback,1.5L,Petrol,https://www.autotrader.co.uk/car-details/202010295562767,20759,Audi A3 1.5L S line CoD TFSI 5dr,,"£17,850",Manual,2018 (18 reg)
,ULEZ,Saloon,2.0L,Diesel,https://www.autotrader.co.uk/car-details/202008192676613,36150,Audi A3 Saloon Black Edition 2.0 TDI 150 PS 6-speed 4dr,,"£21,000",Manual,2018 (18 reg)
,ULEZ,Hatchback,2.0L,Petrol,https://www.autotrader.co.uk/car-details/202009123638431,27500,Audi A3 Sportback Sport 2.0 TFSI 190 PS 6-speed 5dr,,"£17,850",Manual,2018 (18 reg)
,ULEZ,Hatchback,1.5L,Petrol,https://www.autotrader.co.uk/car-details/202012096931202,5000,Audi A3 1.5 TFSI CoD 35 S line Sportback S Tronic (s/s) 5dr,,"£20,495",Automatic,2019 (69 reg)
,ULEZ,Hatchback,1.5L,Petrol,https://www.autotrader.co.uk/car-details/202012096942311,11889,Audi A3 1.5 TFSI Black Edition 5dr Bluetooth,,"£20,250",Manual,2019 (68 reg)
114.0,ULEZ,Saloon,1.0L,Petrol,https://www.autotrader.co.uk/car-details/202010024526039,18210,Audi A3 1L Black Edition TFSI 4dr,,"£19,525",Automatic,2019 (19 reg)
,ULEZ,Hatchback,1.6L,Diesel,https://www.autotrader.co.uk/car-details/202010285543927,24115,Audi A3 30 TDI 116 SE Technik 5dr 1.6,,"£15,699",Manual,2019 (19 reg)
,ULEZ,Hatchback,1.0L,Petrol,https://www.autotrader.co.uk/car-details/202012026684899,15293,Audi A3 Sportback S line 30 TFSI 116 PS 6-speed 1.0 5dr,,"£18,500",Manual,2019 (68 reg)
148.0,ULEZ,Hatchback,1.5L,Petrol,https://www.autotrader.co.uk/car-details/202011015663513,7957,Audi A3 1.5L Black Edition CoD TFSI 5dr,,"£21,950",Automatic,2019 (19 reg)
,ULEZ,Hatchback,1.6L,Diesel,https://www.autotrader.co.uk/car-details/202002277775244,4500,Audi A3 Sportback SE Technik 30 TDI 116 PS 6-speed 1.6 5dr,,"£18,000",Manual,2019 (19 reg)
,ULEZ,Hatchback,1.5L,Petrol,https://www.autotrader.co.uk/car-details/202012086908885,15384,Audi A3 35 TFSI S Line 5dr S Tronic 1.5,,"£19,599",Automatic,2019 (19 reg)
,ULEZ,Hatchback,1.6L,Diesel,https://www.autotrader.co.uk/car-details/201909262633686,5000,Audi A3 Sportback SE Technik 30 TDI 116 PS S tronic 1.6 5dr,,"£17,950",Automatic,2019 (69 reg)
,ULEZ,Hatchback,1.5L,Petrol,https://www.autotrader.co.uk/car-details/202010225288354,13864,Audi A3 Sportback Black Edition 35 TFSI 150 PS 6-speed 1.5 5dr,,"£20,850",Manual,2019 (68 reg)
,ULEZ,Hatchback,1.6L,Diesel,https://www.autotrader.co.uk/car-details/202003268754331,5100,Audi A3 Sportback S line 30 TDI 116 PS 6-speed 1.6 5dr,,"£20,000",Manual,2019 (69 reg)
,ULEZ,Hatchback,1.5L,Petrol,https://www.autotrader.co.uk/car-details/202008132426716,11638,Audi A3 Sportback S line 35 TFSI 150 PS S tronic 1.5 5dr,,"£22,000",Automatic,2019 (69 reg)
114.0,ULEZ,Hatchback,1.0L,Petrol,https://www.autotrader.co.uk/car-details/202010235363682,12435,Audi A3 1L SE Technik TFSI 5dr,,"£16,950",Automatic,2019 (19 reg)
,ULEZ,Hatchback,1.6L,Diesel,https://www.autotrader.co.uk/car-details/201909061925757,11486,Audi A3 Sportback SE Technik 30 TDI 116 PS S tronic 1.6 5dr,,"£18,000",Automatic,2019 (69 reg)
148.0,ULEZ,Hatchback,1.5L,Petrol,https://www.autotrader.co.uk/car-details/202010074692946,18606,Audi A3 1.5L S line CoD TFSI 5dr,,"£19,825",Automatic,2019 (19 reg)
148.0,ULEZ,Hatchback,1.5L,Petrol,https://www.autotrader.co.uk/car-details/202006260560142,11713,Audi A3 1.5L S line CoD TFSI 5dr,,"£19,400",Automatic,2019 (19 reg)
148.0,ULEZ,Hatchback,1.5L,Petrol,https://www.autotrader.co.uk/car-details/202010165079513,12237,Audi A3 1.5L S line CoD TFSI 5dr,,"£20,250",Automatic,2019 (19 reg)
,ULEZ,Saloon,1.5L,Petrol,https://www.autotrader.co.uk/car-details/202010205203465,24191,Audi A3 Saloon S line 35 TFSI 150 PS 6-speed 1.5 4dr,,"£19,450",Manual,2019 (68 reg)
,ULEZ,Hatchback,1.6L,Diesel,https://www.autotrader.co.uk/car-details/202011266495543,1500,Audi A3 Sportback Black Edition 30 TDI 116 PS 6-speed 1.6 5dr,,"£25,000",Manual,2020 (70 reg)
,ULEZ,Hatchback,1.0L,Petrol,https://www.autotrader.co.uk/car-details/202012167138086,1903,Audi A3 30 TFSI S line 5dr 1.0,,"£25,000",Manual,2020 (20 reg)
,ULEZ,Saloon,2.0L,Diesel,https://www.autotrader.co.uk/car-details/202009183914135,5000,Audi A3 Saloon Sport 35 TFSI 150 PS 6-speed 2.0 4dr,,"£25,000",Manual,2020 (70 reg)
,ULEZ,Hatchback,2.0L,Diesel,https://www.autotrader.co.uk/car-details/202010275478052,1000,Audi A3 Sportback S line 35 TDI 150 PS S tronic 2.0 5dr,,"£30,500",Automatic,2020 (70 reg)
,ULEZ,Saloon,1.5L,Petrol,https://www.autotrader.co.uk/car-details/202009043300064,3500,Audi A3 Saloon S line 35 TFSI 150 PS 6-speed 1.5 4dr,,"£28,000",Manual,2020 (70 reg)
,ULEZ,Hatchback,1.6L,Diesel,https://www.autotrader.co.uk/car-details/202011025711043,1500,Audi A3 Sportback SE Technik 30 TDI 116 PS 6-speed 1.6 5dr,,"£21,000",Manual,2020 (70 reg)
,ULEZ,Hatchback,1.5L,Petrol,https://www.autotrader.co.uk/car-details/202010265456990,1500,Audi A3 Sportback S line 35 TFSI 150 PS S tronic 1.5 5dr,,"£24,500",Automatic,2020 (70 reg)
,ULEZ,Hatchback,1.6L,Diesel,https://www.autotrader.co.uk/car-details/202011276531084,1500,Audi A3 Sportback Sport 30 TDI 116 PS 6-speed 1.6 5dr,,"£24,000",Manual,2020 (70 reg)
,ULEZ,Hatchback,2.0L,Diesel,https://www.autotrader.co.uk/car-details/202010014431976,4604,Audi A3 Sportback S line 40 TDI quattro 184 PS S tronic 2.0 5dr,,"£27,000",Automatic,2020 (20 reg)
,ULEZ,Hatchback,1.6L,Diesel,https://www.autotrader.co.uk/car-details/202009023204254,2500,Audi A3 Sportback Black Edition 30 TDI 116 PS 6-speed 1.6 5dr,,"£25,000",Manual,2020 (70 reg)
148.0,ULEZ,Hatchback,1.5L,Petrol,https://www.autotrader.co.uk/car-details/202011055830735,8584,Audi A3 1.5L Sport CoD TFSI 5dr,,"£20,575",Automatic,2020 (69 reg)
,ULEZ,Hatchback,1.5L,Petrol,https://www.autotrader.co.uk/car-details/202011266495544,1500,Audi A3 Sportback SE Technik 35 TFSI 150 PS 6-speed 1.5 5dr,,"£21,000",Manual,2020 (70 reg)
,ULEZ,Hatchback,1.5L,Petrol,https://www.autotrader.co.uk/car-details/202011266495541,1500,Audi A3 Sportback S line 35 TFSI 150 PS S tronic 1.5 5dr,,"£29,000",Automatic,2020 (70 reg)
,ULEZ,Hatchback,1.5L,Petrol,https://www.autotrader.co.uk/car-details/202010245376654,2500,Audi A3 Sportback Sport 35 TFSI 150 PS S tronic 1.5 5dr,,"£24,000",Automatic,2020 (70 reg)
,ULEZ,Hatchback,1.6L,Diesel,https://www.autotrader.co.uk/car-details/202003037950509,4500,Audi A3 Sportback S line 30 TDI 116 PS 6-speed 1.6 5dr,,"£22,000",Manual,2020 (20 reg)
,ULEZ,Hatchback,1.5L,Petrol,https://www.autotrader.co.uk/car-details/202009234117289,2500,Audi A3 Sportback Sport 35 TFSI 150 PS S tronic 1.5 5dr,,"£24,000",Automatic,2020 (70 reg)
,ULEZ,Saloon,1.5L,Petrol,https://www.autotrader.co.uk/car-details/202007231583614,4750,Audi A3 Saloon Black Edition 35 TFSI 150 PS S tronic 1.5 4dr,,"£28,000",Automatic,2020 (20 reg)
,ULEZ,Hatchback,1.5L,Petrol,https://www.autotrader.co.uk/car-details/202010024495930,3500,Audi A3 Sportback Sport 35 TFSI 150 PS S tronic 1.5 5dr,,"£24,000",Automatic,2020 (70 reg)
,ULEZ,Hatchback,1.6L,Diesel,https://www.autotrader.co.uk/car-details/202011025711041,2500,Audi A3 Sportback SE Technik 30 TDI 116 PS 6-speed 1.6 5dr,,"£21,000",Manual,2020 (70 reg)
,ULEZ,Hatchback,2.0L,Diesel,https://www.autotrader.co.uk/car-details/202007301905701,59880,BMW 1 Series 2.0 118d M Sport Auto (s/s) 3dr,3.0,"£10,480",Automatic,2015 (15 reg)
136.0,ULEZ,Hatchback,1.5L,Petrol,https://www.autotrader.co.uk/car-details/202012046761837,29872,BMW 1 SERIES 118i [1.5] Sport 5dr,,"£9,490",Manual,2015 (65 reg)
136.0,ULEZ,Hatchback,1.6L,Petrol,https://www.autotrader.co.uk/car-details/202012066819991,56489,BMW 1 Series 1.6 116i Sport Sports Hatch (s/s) 3dr,3.0,"£7,890",Manual,2015 (64 reg)
116.0,ULEZ,Hatchback,1.5L,Diesel,https://www.autotrader.co.uk/car-details/202007101091925,48000,BMW 1 SERIES 116D M SPORT 1.5 5dr,,"£11,990",Manual,2015 (65 reg)
,ULEZ,Hatchback,1.5L,Petrol,https://www.autotrader.co.uk/car-details/202009053347794,32979,BMW 1 Series 1.5 118i Sport (s/s) 3dr,2.0,"£9,899",Manual,2015 (65 reg)
,ULEZ,Hatchback,1.5L,Diesel,https://www.autotrader.co.uk/car-details/202009103568696,52000,BMW 1 Series 1.5 116d M Sport Auto (s/s) 5dr,2.0,"£11,500",Automatic,2015 (65 reg)
136.0,ULEZ,Hatchback,1.5L,Petrol,https://www.autotrader.co.uk/car-details/202010205225402,48000,BMW 1 SERIES 118I M SPORT 1.5 5dr,,"£12,590",Manual,2015 (65 reg)
114.0,ULEZ,Hatchback,1.5L,Diesel,https://www.autotrader.co.uk/car-details/202010074712660,40074,BMW 1 SERIES 1.5 116D ED PLUS 5d 114 BHP AIR CON - ALLOYS - …,,"£9,299",Manual,2015 (65 reg)
116.0,,Hatchback,2.0L,Diesel,https://www.autotrader.co.uk/car-details/202012056808035,78844,BMW 1 Series 2.0 116d Sport Sports Hatch (s/s) 5dr,,"£7,995",Manual,2015 (15 reg)
116.0,,Hatchback,2.0L,Diesel,https://www.autotrader.co.uk/car-details/202009274260190,29135,BMW 1 Series 116d Sport 5dr Bluetooth 2.0,,"£10,500",Manual,2015 (15 reg)
141.0,,Hatchback,2.0L,Diesel,https://www.autotrader.co.uk/car-details/202011306625700,64600,BMW 1 SERIES 2.0 118D M SPORT 5d 141 BHP,,"£10,999",Automatic,2015 (15 reg)
134.0,ULEZ,Hatchback,1.6L,Petrol,https://www.autotrader.co.uk/car-details/202011206329005,91000,BMW 1 SERIES 118I SPORT (SATELLITE NAVIGATION) 5dr 1.6,,"£8,290",Manual,2015 (15 reg)
136.0,ULEZ,Hatchback,1.5L,Petrol,https://www.autotrader.co.uk/car-details/202010265452090,73300,BMW 1 SERIES 118I SPORT 1.5 5dr,,"£9,290",Manual,2015 (65 reg)
136.0,ULEZ,Hatchback,1.5L,Petrol,https://www.autotrader.co.uk/car-details/202012016651215,37581,BMW 1 Series 1.5L Sport 118i 5dr,,"£10,475",Manual,2015 (65 reg)
136.0,ULEZ,Hatchback,1.6L,Petrol,https://www.autotrader.co.uk/car-details/202012086905096,23810,BMW 1 Series 118i Sport 5dr Satellite Navigation 1.6,,"£11,000",Manual,2015 (15 reg)
141.0,,Hatchback,2.0L,Diesel,https://www.autotrader.co.uk/car-details/202011186259380,65343,BMW 1 SERIES 2.0 118D M SPORT 5d 141 BHP,,"£11,490",Automatic,2015 (15 reg)
150.0,ULEZ,Hatchback,2.0L,Diesel,https://www.autotrader.co.uk/car-details/202012086905859,57443,BMW 1 Series 118d M Sport 5dr Leather Seats 2.0,,"£11,500",Manual,2015 (65 reg)
,ULEZ,Hatchback,3.0L,Petrol,https://www.autotrader.co.uk/car-details/202011266506487,30407,BMW 1 Series 3.0 M135i Auto (s/s) 5dr,4.0,"£17,990",Automatic,2015 (65 reg)
116.0,ULEZ,Hatchback,1.5L,Diesel,https://www.autotrader.co.uk/car-details/202010245396657,38748,BMW 1 Series 116d Sport 5dr Step Auto Satellite Navigation 1.5,,"£12,500",Automatic,2015 (65 reg)
116.0,ULEZ,Hatchback,1.5L,Diesel,https://www.autotrader.co.uk/car-details/202008212768722,23561,BMW 1 Series 116d Sport 5dr Bluetooth 1.5,,"£11,000",Manual,2015 (65 reg)
190.0,ULEZ,Hatchback,2.0L,Diesel,https://www.autotrader.co.uk/car-details/202009254185862,25385,BMW 1 Series 120d Sport 5-Door 2.0 5dr,,"£13,000",Manual,2015 (15 reg)
116.0,ULEZ,Hatchback,1.5L,Diesel,https://www.autotrader.co.uk/car-details/202008011976282,35000,BMW 1 Series 116d ED PLUS 1.5 5dr,2.0,"£10,995",Manual,2015 (65 reg)
190.0,ULEZ,Hatchback,2.0L,Diesel,https://www.autotrader.co.uk/car-details/202012106956419,10724,BMW 1 Series 2L M Sport 120d 3dr,,"£15,400",Automatic,2015 (65 reg)
,ULEZ,Hatchback,1.5L,Diesel,https://www.autotrader.co.uk/car-details/202012157120084,43619,BMW 1 SERIES 1.5 116D M SPORT 5d 114 BHP NAVIGATION! BLUETOOTH!,,"£11,991",Manual,2016 (65 reg)
150.0,ULEZ,Hatchback,2.0L,Diesel,https://www.autotrader.co.uk/car-details/202011236395282,20514,BMW 1 Series 118d M Sport 5-Door 2.0 5dr,,"£15,000",Manual,2016 (66 reg)
,ULEZ,Hatchback,1.5L,Diesel,https://www.autotrader.co.uk/car-details/202011306627603,54000,BMW 1 Series 1.5 116d Sport (s/s) 3dr,2.0,"£9,275",Manual,2016 (16 reg)
221.0,ULEZ,Hatchback,2.0L,Diesel,https://www.autotrader.co.uk/car-details/202009224049333,68649,BMW 1 SERIES 2.0 125D M SPORT 5d 221 BHP PARKING SENSORS - …,,"£13,499",Automatic,2016 (16 reg)
134.0,ULEZ,Hatchback,1.5L,Petrol,https://www.autotrader.co.uk/car-details/202010265464183,26133,BMW 1 SERIES 1.5 118I M SPORT 5d 134 BHP BLUETOOTH - MP3 …,,"£12,799",Manual,2016 (66 reg)
136.0,ULEZ,Hatchback,1.5L,Petrol,https://www.autotrader.co.uk/car-details/202008232837999,35000,BMW 1 SERIES 118I SPORT 1.5 5dr,,"£11,990",Manual,2016 (66 reg)
,ULEZ,Hatchback,3.0L,Petrol,https://www.autotrader.co.uk/car-details/202012026698000,43505,BMW 1 Series 3.0 M135i Auto (s/s) 5dr,2.0,"£17,299",Automatic,2016 (16 reg)
114.0,ULEZ,Hatchback,1.5L,Diesel,https://www.autotrader.co.uk/car-details/202011266520575,86116,BMW 1 SERIES 1.5 116D ED PLUS 5d 114 BHP AIR CON - ALLOYS - …,,"£8,000",Manual,2016 (65 reg)
,ULEZ,Hatchback,1.5L,Diesel,https://www.autotrader.co.uk/car-details/202009043299977,28999,BMW 1 Series 1.5 116d ED Plus (s/s) 5dr,,"£11,491",Manual,2016 (16 reg)
116.0,ULEZ,Hatchback,1.5L,Diesel,https://www.autotrader.co.uk/car-details/202012157129760,39110,BMW 1 Series 116d M Sport 5dr Leather Seats 1.5,,"£12,500",Manual,2016 (66 reg)
116.0,ULEZ,Hatchback,1.5L,Diesel,https://www.autotrader.co.uk/car-details/202012026693535,24683,BMW 1 Series 1.5L Sport 116d 5dr,,"£11,125",Manual,2016 (16 reg)
150.0,ULEZ,Hatchback,2.0L,Diesel,https://www.autotrader.co.uk/car-details/202012016651596,68190,BMW 1 Series 2L M Sport 118d 5dr,,"£11,000",Manual,2016 (66 reg)
306.0,ULEZ,Hatchback,3.0L,Petrol,https://www.autotrader.co.uk/car-details/202009304414953,30564,BMW 1 Series M135i 3-Door Sports 3.0 3dr,,"£18,000",Automatic,2016 (16 reg)
136.0,ULEZ,Hatchback,1.5L,Petrol,https://www.autotrader.co.uk/car-details/202011306622491,26467,BMW 1 Series 1.5L M Sport 118i 3dr,,"£12,850",Manual,2016 (66 reg)
150.0,ULEZ,Hatchback,2.0L,Diesel,https://www.autotrader.co.uk/car-details/202008182624925,21603,BMW 1 Series 118d Sport 3dr [Nav] Satellite Navigation 2.0,,"£12,000",Manual,2016 (66 reg)
190.0,ULEZ,Hatchback,2.0L,Diesel,https://www.autotrader.co.uk/car-details/202009224046225,22262,BMW 1 Series 2L M Sport 120d 5dr,,"£13,900",Manual,2016 (16 reg)
116.0,ULEZ,Hatchback,1.5L,Diesel,https://www.autotrader.co.uk/car-details/202011236409705,47814,BMW 1 Series 116d M Sport 5dr [Nav] Satellite Navigation 1.5,,"£12,650",Manual,2016 (66 reg)
136.0,ULEZ,Hatchback,1.5L,Petrol,https://www.autotrader.co.uk/car-details/202011276539203,28578,BMW 1 Series 118i [1.5] M Sport 5dr [Nav] Step Auto Satellite …,,"£14,000",Automatic,2016 (16 reg)
116.0,ULEZ,Hatchback,1.5L,Diesel,https://www.autotrader.co.uk/car-details/202010034541786,41664,BMW 1 Series 116d EfficientDynamics Plus 5dr Satellite …,,"£10,900",Manual,2016 (66 reg)
150.0,ULEZ,Hatchback,2.0L,Diesel,https://www.autotrader.co.uk/car-details/202012096925629,20739,BMW 1 Series 2L Sport 118d 5dr,,"£12,425",Manual,2016 (66 reg)
,ULEZ,Hatchback,1.5L,Diesel,https://www.autotrader.co.uk/car-details/202009093503438,52755,BMW 1 Series 1.5 116d Sport (s/s) 5dr,2.0,"£9,599",Manual,2016 (65 reg)
136.0,ULEZ,Hatchback,1.5L,Petrol,https://www.autotrader.co.uk/car-details/202012076863946,16218,BMW 1 Series 118i [1.5] M Sport 5dr Step Auto Satellite …,,"£14,750",Automatic,2016 (16 reg)
224.0,ULEZ,Hatchback,2.0L,Diesel,https://www.autotrader.co.uk/car-details/202011256478167,28480,BMW 1 Series 125d M Sport 3-Door 2.0 3dr,,"£17,500",Automatic,2016 (66 reg)
150.0,ULEZ,Hatchback,2.0L,Diesel,https://www.autotrader.co.uk/car-details/202012046763380,30596,BMW 1 Series 2L Sport 118d 3dr,,"£10,775",Manual,2016 (16 reg)
116.0,ULEZ,Hatchback,1.5L,Diesel,https://www.autotrader.co.uk/car-details/202011035744628,27668,BMW 1 Series 1.5L Sport 116d 3dr,,"£11,250",Manual,2016 (66 reg)
150.0,ULEZ,Hatchback,2.0L,Diesel,https://www.autotrader.co.uk/car-details/202011075881055,6666,BMW 1 Series 2L Sport 118d 5dr,,"£14,450",Automatic,2016 (66 reg)
,ULEZ,Hatchback,2.0L,Diesel,https://www.autotrader.co.uk/car-details/202009234097488,48000,BMW 1 Series 2.0 120d Sport Auto (s/s) 5dr,2.0,"£12,991",Automatic,2016 (16 reg)
190.0,ULEZ,Hatchback,2.0L,Diesel,https://www.autotrader.co.uk/car-details/202012157114510,27849,BMW 1 Series 120d M Sport 3dr Step Auto Leather Seats 2.0,,"£15,500",Automatic,2016 (16 reg)
136.0,ULEZ,Hatchback,1.5L,Petrol,https://www.autotrader.co.uk/car-details/202008182624920,16218,BMW 1 Series 118i [1.5] M Sport 5dr Step Auto Satellite …,,"£14,750",Automatic,2016 (16 reg)
116.0,ULEZ,Hatchback,1.5L,Diesel,https://www.autotrader.co.uk/car-details/202011176198893,17451,BMW 1 Series 1.5L Sport 116d 5dr,,"£12,075",Manual,2016 (66 reg)
116.0,ULEZ,Hatchback,1.5L,Diesel,https://www.autotrader.co.uk/car-details/202011236409680,43930,BMW 1 Series 116d Sport 5dr Bluetooth 1.5,,"£10,700",Manual,2016 (65 reg)
116.0,ULEZ,Hatchback,1.5L,Diesel,https://www.autotrader.co.uk/car-details/202012066833062,24164,BMW 1 Series 1.5L ED Plus 116d 5dr,,"£11,250",Manual,2016 (66 reg)
188.0,ULEZ,Hatchback,2.0L,Diesel,https://www.autotrader.co.uk/car-details/202012106978427,34967,BMW 1 SERIES 2.0 120D XDRIVE SPORT 5d 188 BHP AIR CON - ALLOYS,2.0,"£12,499",Automatic,2016 (65 reg)
190.0,ULEZ,Hatchback,2.0L,Diesel,https://www.autotrader.co.uk/car-details/202010094795897,36336,BMW 1 Series 2L M Sport 120d 5dr,,"£15,425",Automatic,2016 (66 reg)
136.0,ULEZ,Hatchback,1.5L,Petrol,https://www.autotrader.co.uk/car-details/202009284322956,21314,BMW 1 Series 1.5L M Sport 118i 5dr,,"£14,850",Automatic,2016 (66 reg)
116.0,ULEZ,Hatchback,1.5L,Diesel,https://www.autotrader.co.uk/car-details/202010165091132,46210,BMW 1 Series 116d Sport 5dr Step Auto Satellite Navigation 1.5,,"£12,400",Automatic,2016 (16 reg)
136.0,ULEZ,Hatchback,1.5L,Petrol,https://www.autotrader.co.uk/car-details/202009254211474,33748,BMW 1 Series 118i [1.5] M Sport 3dr [Nav] Step Auto Satellite …,,"£14,500",Automatic,2016 (66 reg)
,ULEZ,Hatchback,1.5L,Diesel,https://www.autotrader.co.uk/car-details/202008273000039,33000,BMW 1 Series 1.5 116d M Sport (s/s) 5dr,,"£13,491",Manual,2016 (66 reg)
136.0,ULEZ,Hatchback,1.5L,Petrol,https://www.autotrader.co.uk/car-details/202009173848714,30149,BMW 1 Series 118i [1.5] Sport 3dr Step Auto Satellite Navigation,,"£12,750",Automatic,2016 (16 reg)
114.0,ULEZ,Hatchback,1.5L,Diesel,https://www.autotrader.co.uk/car-details/202010165092857,30233,BMW 1 SERIES 1.5 116D SE 5d 114 BHP,,"£12,990",Automatic,2016 (16 reg)
116.0,ULEZ,Hatchback,1.5L,Diesel,https://www.autotrader.co.uk/car-details/202010034566541,59465,BMW 1 Series 116d M Sport 3dr Satellite Navigation 1.5,,"£11,750",Manual,2016 (66 reg)
340.0,ULEZ,Hatchback,3.0L,Petrol,https://www.autotrader.co.uk/car-details/202009254186758,24050,BMW 1 Series 3L M140i 5dr,,"£19,350",Automatic,2016 (66 reg)
147.0,ULEZ,Hatchback,2.0L,Diesel,https://www.autotrader.co.uk/car-details/202010034567374,21660,"BMW 1 SERIES 2.0 118D M SPORT 5d 147 BHP, INTERIOR COMFORT …",,"£15,980",Manual,2017 (17 reg)
335.0,ULEZ,Hatchback,3.0L,Petrol,https://www.autotrader.co.uk/car-details/202011065868738,24584,BMW 1 SERIES 3.0 M140I SHADOW EDITION 5d 335 BHP H/K - FBMWSH …,,"£21,991",Automatic,2017 (67 reg)
147.0,ULEZ,Hatchback,2.0L,Diesel,https://www.autotrader.co.uk/car-details/202011236410473,21466,"BMW 1 SERIES 2.0 118D SPORT 5d 147 BHP, SAT NAV, 17 "" ALLOYS, …",,"£12,480",Manual,2017 (17 reg)
,ULEZ,Hatchback,1.5L,Diesel,https://www.autotrader.co.uk/car-details/202009153779147,41370,BMW 1 SERIES 1.5 116D ED PLUS 5d 114 BHP Nav - BT - Cruise - …,,"£10,991",Manual,2017 (17 reg)
147.0,ULEZ,Hatchback,2.0L,Diesel,https://www.autotrader.co.uk/car-details/202010084773741,28814,"BMW 1 SERIES 2.0 118D SPORT 5d 147 BHP, BLACK SPORTS SEATS …",,"£12,980",Manual,2017 (17 reg)
,ULEZ,Hatchback,3.0L,Petrol,https://www.autotrader.co.uk/car-details/202012046763738,12601,BMW 1 SERIES 3.0 M140I SHADOW EDITION 5d 335 BHP NAVIGATION! …,,"£22,991",Automatic,2017 (67 reg)
147.0,ULEZ,Hatchback,2.0L,Diesel,https://www.autotrader.co.uk/car-details/202011236410469,35265,"BMW 1 SERIES 2.0 118D M SPORT 5d 147 BHP, SAT NAV, REAR …",,"£13,980",Manual,2017 (17 reg)
,ULEZ,Hatchback,3.0L,Petrol,https://www.autotrader.co.uk/car-details/202010275491967,29967,BMW 1 Series 3.0 M140i Shadow Edition Sports Hatch Auto (s/s) …,,"£21,980",Automatic,2017 (67 reg)
134.0,ULEZ,Hatchback,1.5L,Petrol,https://www.autotrader.co.uk/car-details/202009073439329,27689,BMW 1 SERIES 1.5 118I SPORT 5d 134 BHP Call us for Finance and …,,"£14,978",Automatic,2017 (67 reg)
,ULEZ,Hatchback,3.0L,Petrol,https://www.autotrader.co.uk/car-details/202010014437074,7500,BMW 1 Series 3.0 M140i Auto (s/s) 5dr,2.0,"£21,250",Automatic,2017 (66 reg)
,ULEZ,Hatchback,2.0L,Diesel,https://www.autotrader.co.uk/car-details/202011136071601,26900,BMW 1 Series 2.0 118d M Sport Sports Hatch Auto (s/s) 5dr,,"£15,790",Automatic,2017 (67 reg)
,ULEZ,Hatchback,2.0L,Diesel,https://www.autotrader.co.uk/car-details/202012076845043,35290,BMW 1 Series 2.0 118d Sport (s/s) 5dr,2.0,"£11,992",Manual,2017 (17 reg)
,ULEZ,Hatchback,2.0L,Diesel,https://www.autotrader.co.uk/car-details/202011306632816,57866,BMW 1 SERIES 2.0 120D M SPORT SHADOW EDITION 5d 188 BHP,,"£15,990",Automatic,2017 (67 reg)
116.0,ULEZ,Hatchback,1.5L,Diesel,https://www.autotrader.co.uk/car-details/202011126045933,29389,BMW 1 Series 116d M Sport 5-Door 1.5 5dr,,"£15,000",Manual,2017 (17 reg)
,ULEZ,Hatchback,1.5L,Diesel,https://www.autotrader.co.uk/car-details/202011206305686,13700,BMW 1 Series 1.5 116d M Sport Sports Hatch (s/s) 5dr,,"£14,990",Manual,2017 (67 reg)
147.0,ULEZ,Hatchback,2.0L,Diesel,https://www.autotrader.co.uk/car-details/202009304401475,44836,BMW 1 SERIES 2.0 118D SPORT 5d 147 BHP AIR CON - ALLOYS - …,,"£11,000",Manual,2017 (66 reg)
147.0,ULEZ,Hatchback,2.0L,Diesel,https://www.autotrader.co.uk/car-details/202010195175678,51506,BMW 1 SERIES 2.0 118D SPORT 5d 147 BHP AIR CONDITIONING - …,,"£10,799",Manual,2017 (17 reg)
,ULEZ,Hatchback,1.5L,Diesel,https://www.autotrader.co.uk/car-details/202011176198953,25008,BMW 1 Series 116d M Sport Shadow Edition 5-door 1.5 5dr,,"£16,250",Manual,2017 (67 reg)
